time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Fix_quality,.Zone,.Letter
2022/10/06/11:59:38.041112,0,57578,0,GPS1_Frame,42.3284912109375,-71.10175323486328,56.900001525878906,326832.46875,4688388.5,4,19,T
2022/10/06/11:59:39.040005,0,57579,0,GPS1_Frame,42.328495025634766,-71.10176086425781,56.900001525878906,326831.4375,4688389.0,4,19,T
2022/10/06/11:59:40.034757,0,57580,0,GPS1_Frame,42.32849884033203,-71.10177612304688,56.900001525878906,326830.46875,4688389.0,4,19,T
2022/10/06/11:59:41.040137,0,57581,0,GPS1_Frame,42.3285026550293,-71.1017837524414,57.0,326829.5,4688389.5,4,19,T
2022/10/06/11:59:42.051655,0,57582,0,GPS1_Frame,42.3285026550293,-71.10179901123047,57.0,326828.5,4688390.0,4,19,T
2022/10/06/11:59:43.042753,0,57583,0,GPS1_Frame,42.32850646972656,-71.10181427001953,57.0,326827.46875,4688390.5,4,19,T
2022/10/06/11:59:44.040022,0,57584,0,GPS1_Frame,42.32851028442383,-71.10182189941406,57.0,326826.4375,4688391.0,4,19,T
2022/10/06/11:59:45.044453,0,57585,0,GPS1_Frame,42.328514099121094,-71.10183715820312,57.099998474121094,326825.46875,4688391.5,4,19,T
2022/10/06/11:59:46.044325,0,57586,0,GPS1_Frame,42.32851791381836,-71.10185241699219,57.099998474121094,326824.40625,4688391.5,4,19,T
2022/10/06/11:59:47.052339,0,57587,0,GPS1_Frame,42.328521728515625,-71.10186004638672,57.099998474121094,326823.40625,4688392.0,4,19,T
2022/10/06/11:59:48.042249,0,57588,0,GPS1_Frame,42.32852554321289,-71.10187530517578,57.20000076293945,326822.375,4688392.5,4,19,T
2022/10/06/11:59:49.037898,0,57589,0,GPS1_Frame,42.328529357910156,-71.10188293457031,57.20000076293945,326821.375,4688393.0,4,19,T
2022/10/06/11:59:50.041501,0,57590,0,GPS1_Frame,42.32853317260742,-71.10189819335938,57.20000076293945,326820.375,4688393.5,4,19,T
2022/10/06/11:59:51.044518,0,57591,0,GPS1_Frame,42.32853698730469,-71.10191345214844,57.29999923706055,326819.375,4688394.0,4,19,T
2022/10/06/11:59:52.054154,0,57592,0,GPS1_Frame,42.32854080200195,-71.10192108154297,57.29999923706055,326818.3125,4688394.5,4,19,T
2022/10/06/11:59:53.042934,0,57593,0,GPS1_Frame,42.32854461669922,-71.10193634033203,57.29999923706055,326817.25,4688394.5,4,19,T
2022/10/06/11:59:54.044201,0,57594,0,GPS1_Frame,42.328548431396484,-71.1019515991211,57.29999923706055,326816.21875,4688395.0,4,19,T
2022/10/06/11:59:55.043311,0,57595,0,GPS1_Frame,42.32855224609375,-71.10195922851562,57.400001525878906,326815.15625,4688395.5,4,19,T
2022/10/06/11:59:56.041095,0,57596,0,GPS1_Frame,42.328556060791016,-71.10197448730469,57.400001525878906,326814.09375,4688396.0,4,19,T
2022/10/06/11:59:57.052764,0,57597,0,GPS1_Frame,42.32855987548828,-71.10198974609375,57.400001525878906,326813.03125,4688396.5,4,19,T
2022/10/06/11:59:58.035529,0,57598,0,GPS1_Frame,42.32855987548828,-71.10200500488281,57.5,326811.9375,4688397.0,4,19,T
2022/10/06/11:59:59.039479,0,57599,0,GPS1_Frame,42.32856369018555,-71.10201263427734,57.5,326810.875,4688397.5,4,19,T
2022/10/06/12:00:00.041579,0,57600,0,GPS1_Frame,42.32856750488281,-71.1020278930664,57.5,326809.78125,4688397.5,4,19,T
2022/10/06/12:00:01.047652,0,57601,0,GPS1_Frame,42.32857131958008,-71.10204315185547,57.5,326808.71875,4688398.0,4,19,T
2022/10/06/12:00:02.040354,0,57602,0,GPS1_Frame,42.328575134277344,-71.10205078125,57.599998474121094,326807.75,4688398.5,4,19,T
2022/10/06/12:00:03.040568,0,57603,0,GPS1_Frame,42.32857894897461,-71.10206604003906,57.599998474121094,326806.78125,4688399.0,4,19,T
2022/10/06/12:00:04.043320,0,57604,0,GPS1_Frame,42.328582763671875,-71.1020736694336,57.70000076293945,326805.84375,4688399.5,4,19,T
2022/10/06/12:00:05.040786,0,57605,0,GPS1_Frame,42.32858657836914,-71.10208892822266,57.79999923706055,326804.8125,4688399.5,4,19,T
2022/10/06/12:00:06.043125,0,57606,0,GPS1_Frame,42.328590393066406,-71.10210418701172,57.79999923706055,326803.75,4688400.0,4,19,T
2022/10/06/12:00:07.036597,0,57607,0,GPS1_Frame,42.32859420776367,-71.10211181640625,57.79999923706055,326802.6875,4688400.5,4,19,T
2022/10/06/12:00:08.040783,0,57608,0,GPS1_Frame,42.32859802246094,-71.10212707519531,57.900001525878906,326801.625,4688401.0,4,19,T
2022/10/06/12:00:09.049198,0,57609,0,GPS1_Frame,42.3286018371582,-71.10214233398438,57.900001525878906,326800.5625,4688401.5,4,19,T
2022/10/06/12:00:10.042495,0,57610,0,GPS1_Frame,42.32860565185547,-71.1021499633789,57.900001525878906,326799.53125,4688402.0,4,19,T
2022/10/06/12:00:11.043048,0,57611,0,GPS1_Frame,42.328609466552734,-71.10216522216797,58.0,326798.4375,4688402.5,4,19,T
2022/10/06/12:00:12.039706,0,57612,0,GPS1_Frame,42.32861328125,-71.10218048095703,58.0,326797.3125,4688403.0,4,19,T
2022/10/06/12:00:13.050767,0,57613,0,GPS1_Frame,42.328617095947266,-71.1021957397461,58.0,326796.25,4688403.0,4,19,T
2022/10/06/12:00:14.044772,0,57614,0,GPS1_Frame,42.32862091064453,-71.10220336914062,58.099998474121094,326795.1875,4688403.5,4,19,T
2022/10/06/12:00:15.040519,0,57615,0,GPS1_Frame,42.3286247253418,-71.10221862792969,58.099998474121094,326794.125,4688404.0,4,19,T
2022/10/06/12:00:16.036369,0,57616,0,GPS1_Frame,42.32862854003906,-71.10223388671875,58.099998474121094,326793.125,4688404.5,4,19,T
2022/10/06/12:00:17.040386,0,57617,0,GPS1_Frame,42.32862854003906,-71.10224151611328,58.20000076293945,326792.25,4688405.0,4,19,T
2022/10/06/12:00:18.041246,0,57618,0,GPS1_Frame,42.3286247253418,-71.10224914550781,58.20000076293945,326791.5,4688404.5,4,19,T
2022/10/06/12:00:19.043309,0,57619,0,GPS1_Frame,42.328617095947266,-71.10225677490234,58.20000076293945,326791.0625,4688403.5,4,19,T
2022/10/06/12:00:20.040446,0,57620,0,GPS1_Frame,42.328609466552734,-71.10226440429688,58.29999923706055,326790.65625,4688402.5,4,19,T
2022/10/06/12:00:21.040743,0,57621,0,GPS1_Frame,42.32859802246094,-71.10226440429688,58.29999923706055,326790.21875,4688401.5,4,19,T
2022/10/06/12:00:22.043541,0,57622,0,GPS1_Frame,42.328590393066406,-71.1022720336914,58.29999923706055,326789.84375,4688400.5,4,19,T
2022/10/06/12:00:23.052089,0,57623,0,GPS1_Frame,42.32857894897461,-71.10227966308594,58.20000076293945,326789.34375,4688399.5,4,19,T
2022/10/06/12:00:24.043387,0,57624,0,GPS1_Frame,42.32857131958008,-71.10227966308594,58.20000076293945,326788.90625,4688398.5,4,19,T
2022/10/06/12:00:25.038885,0,57625,0,GPS1_Frame,42.32856369018555,-71.10228729248047,58.20000076293945,326788.46875,4688397.5,4,19,T
2022/10/06/12:00:26.082901,0,57626,0,GPS1_Frame,42.32855224609375,-71.102294921875,58.20000076293945,326788.0,4688396.5,4,19,T
2022/10/06/12:00:27.076002,0,57627,0,GPS1_Frame,42.32854461669922,-71.102294921875,58.20000076293945,326787.5625,4688395.5,4,19,T
2022/10/06/12:00:28.088748,0,57628,0,GPS1_Frame,42.32853317260742,-71.10230255126953,58.20000076293945,326787.1875,4688394.5,4,19,T
2022/10/06/12:00:29.076825,0,57629,0,GPS1_Frame,42.32852554321289,-71.10230255126953,58.20000076293945,326786.8125,4688393.5,4,19,T
2022/10/06/12:00:30.047382,0,57630,0,GPS1_Frame,42.32851791381836,-71.10231018066406,58.20000076293945,326786.375,4688392.5,4,19,T
2022/10/06/12:00:31.075571,0,57631,0,GPS1_Frame,42.32850646972656,-71.1023178100586,58.099998474121094,326785.9375,4688391.5,4,19,T
2022/10/06/12:00:32.044559,0,57632,0,GPS1_Frame,42.32849884033203,-71.1023178100586,58.099998474121094,326785.5625,4688390.5,4,19,T
