time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Fix_quality,.Zone,.Letter
2022/10/06/12:00:33.076251,0,57633,0,GPS1_Frame,42.328487396240234,-71.10232543945312,58.099998474121094,326785.21875,4688389.5,4,19,T
2022/10/06/12:00:34.042591,0,57634,0,GPS1_Frame,42.3284797668457,-71.10233306884766,58.0,326784.6875,4688388.5,4,19,T
2022/10/06/12:00:35.077176,0,57635,0,GPS1_Frame,42.328468322753906,-71.10233306884766,58.0,326784.1875,4688387.5,4,19,T
2022/10/06/12:00:36.049911,0,57636,0,GPS1_Frame,42.328460693359375,-71.10234069824219,58.0,326783.71875,4688386.5,4,19,T
2022/10/06/12:00:37.078755,0,57637,0,GPS1_Frame,42.32844924926758,-71.10234832763672,57.900001525878906,326783.25,4688385.0,4,19,T
2022/10/06/12:00:38.047952,0,57638,0,GPS1_Frame,42.32844161987305,-71.10234832763672,57.900001525878906,326782.84375,4688384.0,4,19,T
2022/10/06/12:00:39.078524,0,57639,0,GPS1_Frame,42.32843017578125,-71.10235595703125,57.900001525878906,326782.5,4688383.0,4,19,T
2022/10/06/12:00:40.048683,0,57640,0,GPS1_Frame,42.32842254638672,-71.10235595703125,57.900001525878906,326782.125,4688382.0,4,19,T
2022/10/06/12:00:41.075893,0,57641,0,GPS1_Frame,42.32841110229492,-71.10236358642578,57.79999923706055,326781.5625,4688381.0,4,19,T
2022/10/06/12:00:42.046723,0,57642,0,GPS1_Frame,42.32840347290039,-71.10237121582031,57.79999923706055,326781.0,4688380.0,4,19,T
2022/10/06/12:00:43.068948,0,57643,0,GPS1_Frame,42.32839584350586,-71.10237884521484,57.79999923706055,326780.40625,4688379.0,4,19,T
2022/10/06/12:00:44.046315,0,57644,0,GPS1_Frame,42.32838439941406,-71.10238647460938,57.79999923706055,326779.90625,4688378.0,4,19,T
2022/10/06/12:00:45.075018,0,57645,0,GPS1_Frame,42.32837677001953,-71.10238647460938,57.70000076293945,326779.4375,4688377.0,4,19,T
2022/10/06/12:00:46.046736,0,57646,0,GPS1_Frame,42.328365325927734,-71.1023941040039,57.70000076293945,326779.0,4688376.0,4,19,T
2022/10/06/12:00:47.062614,0,57647,0,GPS1_Frame,42.3283576965332,-71.10240173339844,57.599998474121094,326778.5,4688375.0,4,19,T
2022/10/06/12:00:48.047057,0,57648,0,GPS1_Frame,42.328346252441406,-71.10240173339844,57.599998474121094,326778.0625,4688374.0,4,19,T
2022/10/06/12:00:49.078310,0,57649,0,GPS1_Frame,42.328338623046875,-71.10240936279297,57.599998474121094,326777.65625,4688373.0,4,19,T
2022/10/06/12:00:50.046744,0,57650,0,GPS1_Frame,42.32832717895508,-71.1024169921875,57.599998474121094,326777.15625,4688372.0,4,19,T
2022/10/06/12:00:51.046914,0,57651,0,GPS1_Frame,42.32831954956055,-71.10242462158203,57.599998474121094,326776.65625,4688371.0,4,19,T
2022/10/06/12:00:52.068131,0,57652,0,GPS1_Frame,42.328311920166016,-71.10242462158203,57.599998474121094,326776.21875,4688370.0,4,19,T
2022/10/06/12:00:53.046537,0,57653,0,GPS1_Frame,42.32830047607422,-71.10243225097656,57.5,326775.84375,4688369.0,4,19,T
2022/10/06/12:00:54.085289,0,57654,0,GPS1_Frame,42.32829666137695,-71.10243225097656,57.5,326775.875,4688368.0,4,19,T
2022/10/06/12:00:55.049074,0,57655,0,GPS1_Frame,42.32829284667969,-71.10242462158203,57.599998474121094,326776.3125,4688368.0,4,19,T
2022/10/06/12:00:56.072140,0,57656,0,GPS1_Frame,42.32829284667969,-71.10242462158203,57.599998474121094,326776.5625,4688368.0,4,19,T
