time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Fix_quality,.Zone,.Letter
2022/10/06/15:00:45.607830,0,68446,0,GPS1_Frame,42.33711242675781,-71.08683776855469,15.100000381469727,328084.9375,4689315.5,5,19,T
2022/10/06/15:00:46.603041,0,68447,0,GPS1_Frame,42.337100982666016,-71.08683776855469,15.0,328084.53125,4689314.5,5,19,T
2022/10/06/15:00:47.595974,0,68448,0,GPS1_Frame,42.337093353271484,-71.08684539794922,14.899999618530273,328084.09375,4689313.5,5,19,T
2022/10/06/15:00:48.614381,0,68449,0,GPS1_Frame,42.33708190917969,-71.08684539794922,15.0,328083.625,4689312.0,5,19,T
2022/10/06/15:00:49.600559,0,68450,0,GPS1_Frame,42.33707046508789,-71.08685302734375,14.899999618530273,328083.28125,4689311.0,5,19,T
2022/10/06/15:00:50.601062,0,68451,0,GPS1_Frame,42.33706283569336,-71.08685302734375,14.800000190734863,328083.0625,4689310.0,5,19,T
2022/10/06/15:00:51.606264,0,68452,0,GPS1_Frame,42.33705520629883,-71.08686065673828,14.5,328082.875,4689309.5,5,19,T
2022/10/06/15:00:52.600145,0,68453,0,GPS1_Frame,42.33705139160156,-71.08686065673828,14.399999618530273,328082.90625,4689309.0,5,19,T
2022/10/06/15:00:53.616312,0,68454,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.800000190734863,328083.0,4689308.5,5,19,T
2022/10/06/15:00:54.602382,0,68455,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.0,328082.84375,4689308.5,4,19,T
2022/10/06/15:00:55.605885,0,68456,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.100000381469727,328082.8125,4689308.5,4,19,T
2022/10/06/15:00:56.598299,0,68457,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.100000381469727,328082.84375,4689308.5,4,19,T
2022/10/06/15:00:57.607803,0,68458,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.100000381469727,328082.84375,4689308.5,4,19,T
2022/10/06/15:00:58.620058,0,68459,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.100000381469727,328082.84375,4689308.5,4,19,T
2022/10/06/15:00:59.607645,0,68460,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.0,328082.875,4689308.5,4,19,T
2022/10/06/15:01:00.607791,0,68461,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.0,328082.84375,4689308.5,4,19,T
2022/10/06/15:01:01.609908,0,68462,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.0,328082.8125,4689308.5,4,19,T
2022/10/06/15:01:02.609020,0,68463,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.0,328082.8125,4689308.5,4,19,T
2022/10/06/15:01:03.619376,0,68464,0,GPS1_Frame,42.3370475769043,-71.08686065673828,14.0,328082.8125,4689308.5,4,19,T
2022/10/06/15:01:04.599930,0,68465,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.899999618530273,328082.84375,4689308.5,4,19,T
2022/10/06/15:01:05.598802,0,68466,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.84375,4689308.5,4,19,T
2022/10/06/15:01:06.595388,0,68467,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.84375,4689308.5,4,19,T
2022/10/06/15:01:07.600046,0,68468,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.84375,4689308.5,4,19,T
2022/10/06/15:01:08.598039,0,68469,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.84375,4689308.5,4,19,T
2022/10/06/15:01:09.598273,0,68470,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.875,4689308.5,4,19,T
2022/10/06/15:01:10.603058,0,68471,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.875,4689308.5,4,19,T
2022/10/06/15:01:11.608951,0,68472,0,GPS1_Frame,42.3370475769043,-71.08686065673828,13.800000190734863,328082.875,4689308.5,4,19,T
2022/10/06/15:01:12.605912,0,68473,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.90625,4689308.5,4,19,T
2022/10/06/15:01:13.605248,0,68474,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.9375,4689308.5,4,19,T
2022/10/06/15:01:14.590550,0,68475,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.90625,4689308.5,2,19,T
2022/10/06/15:01:15.601666,0,68476,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.90625,4689308.5,5,19,T
2022/10/06/15:01:16.602917,0,68477,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.90625,4689308.5,5,19,T
2022/10/06/15:01:17.606547,0,68478,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.9375,4689308.5,5,19,T
2022/10/06/15:01:18.601218,0,68479,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.96875,4689308.5,5,19,T
2022/10/06/15:01:19.604475,0,68480,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328082.96875,4689308.5,4,19,T
2022/10/06/15:01:20.615076,0,68481,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328083.0,4689308.5,4,19,T
2022/10/06/15:01:21.607432,0,68482,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328083.0,4689308.5,4,19,T
2022/10/06/15:01:22.605885,0,68483,0,GPS1_Frame,42.3370475769043,-71.08685302734375,13.800000190734863,328083.0,4689308.5,4,19,T
2022/10/06/15:01:23.598175,0,68484,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.199999809265137,328082.96875,4689308.5,4,19,T
2022/10/06/15:01:24.604750,0,68485,0,GPS1_Frame,42.33705139160156,-71.08685302734375,14.300000190734863,328083.0,4689308.5,4,19,T
2022/10/06/15:01:25.622345,0,68486,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.199999809265137,328083.0,4689308.5,4,19,T
2022/10/06/15:01:26.606427,0,68487,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.199999809265137,328082.96875,4689308.5,4,19,T
2022/10/06/15:01:27.606187,0,68488,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.199999809265137,328083.0,4689308.5,4,19,T
2022/10/06/15:01:28.601056,0,68489,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.199999809265137,328083.0,4689308.5,4,19,T
2022/10/06/15:01:29.606461,0,68490,0,GPS1_Frame,42.3370475769043,-71.08685302734375,14.199999809265137,328083.0,4689308.5,4,19,T
2022/10/06/15:01:30.620047,0,68491,0,GPS1_Frame,42.33705139160156,-71.08685302734375,14.199999809265137,328083.03125,4689308.5,4,19,T
