time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter
2022/09/23/11:09:14.324068,519,54554,0,GPS1_Frame,42.33713666666666,-71.09054333333333,32.4,327779.4455679276,4689325.760868104,19,T
2022/09/23/11:09:15.386995,520,54555,0,GPS1_Frame,42.33713666666666,-71.09054333333333,32.4,327779.4455679276,4689325.760868104,19,T
2022/09/23/11:09:16.323052,521,54556,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.3,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:17.322750,522,54557,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.3,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:18.352952,523,54558,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.3,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:19.352427,524,54559,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.3,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:20.416232,525,54560,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.3,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:21.323069,526,54561,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.3,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:22.323401,527,54562,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.2,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:23.321947,528,54563,0,GPS1_Frame,42.33713666666666,-71.09054166666667,32.2,327779.58287495316,4689325.75749247,19,T
2022/09/23/11:09:24.323825,529,54564,0,GPS1_Frame,42.33713833333333,-71.09054166666667,32.2,327779.5874248337,4689325.9425631175,19,T
2022/09/23/11:09:25.388372,530,54565,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.2,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:26.321093,531,54566,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.2,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:27.347837,532,54567,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.2,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:28.346703,533,54568,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.1,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:29.320404,534,54569,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.1,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:30.383627,535,54570,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.1,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:31.319452,536,54571,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.1,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:32.319579,537,54572,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.1,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:33.320025,538,54573,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.0,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:34.319341,539,54574,0,GPS1_Frame,42.33713833333333,-71.09053999999999,32.0,327779.72473185766,4689325.939187487,19,T
2022/09/23/11:09:35.382172,540,54575,0,GPS1_Frame,42.33713833333333,-71.09053833333334,32.0,327779.8620388795,4689325.935811857,19,T
2022/09/23/11:09:36.349968,541,54576,0,GPS1_Frame,42.33713833333333,-71.09053833333334,32.0,327779.8620388795,4689325.935811857,19,T
2022/09/23/11:09:37.327579,542,54577,0,GPS1_Frame,42.33713833333333,-71.09053833333334,32.0,327779.8620388795,4689325.935811857,19,T
2022/09/23/11:09:38.320992,543,54578,0,GPS1_Frame,42.33713833333333,-71.09053833333334,31.9,327779.8620388795,4689325.935811857,19,T
2022/09/23/11:09:39.348684,544,54579,0,GPS1_Frame,42.33713833333333,-71.09053833333334,31.9,327779.8620388795,4689325.935811857,19,T
2022/09/23/11:09:40.411906,545,54580,0,GPS1_Frame,42.33713833333333,-71.09053833333334,31.9,327779.8620388795,4689325.935811857,19,T
2022/09/23/11:09:41.354830,546,54581,0,GPS1_Frame,42.33714,-71.09053833333334,31.9,327779.8665887529,4689326.120882505,19,T
2022/09/23/11:09:42.381100,547,54582,0,GPS1_Frame,42.33714,-71.09053833333334,31.9,327779.8665887529,4689326.120882505,19,T
2022/09/23/11:09:43.351803,548,54583,0,GPS1_Frame,42.33714,-71.09053833333334,31.9,327779.8665887529,4689326.120882505,19,T
2022/09/23/11:09:44.352251,549,54584,0,GPS1_Frame,42.33714,-71.09053833333334,31.9,327779.8665887529,4689326.120882505,19,T
2022/09/23/11:09:45.415622,550,54585,0,GPS1_Frame,42.33714,-71.09053833333334,31.8,327779.8665887529,4689326.120882505,19,T
2022/09/23/11:09:46.352958,551,54586,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:47.322956,552,54587,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:48.324254,553,54588,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:49.354232,554,54589,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:50.417155,555,54590,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:51.352957,556,54591,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:52.322893,557,54592,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:53.352906,558,54593,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:54.329769,559,54594,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:55.393927,560,54595,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:56.323005,561,54596,0,GPS1_Frame,42.33714,-71.09053666666667,31.8,327780.0038957732,4689326.117506879,19,T
2022/09/23/11:09:57.324390,562,54597,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:09:58.322409,563,54598,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:09:59.322729,564,54599,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:10:00.385935,565,54600,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:10:01.323912,566,54601,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:10:02.324624,567,54602,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:10:03.352389,568,54603,0,GPS1_Frame,42.33714,-71.090535,31.7,327780.14120278927,4689326.114131255,19,T
2022/09/23/11:10:04.323182,569,54604,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:05.386869,570,54605,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:06.324247,571,54606,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:07.324630,572,54607,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:08.352188,573,54608,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:09.352714,574,54609,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:10.413299,575,54610,0,GPS1_Frame,42.33713833333333,-71.090535,31.7,327780.1366529232,4689325.929060608,19,T
2022/09/23/11:10:11.322783,576,54611,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:12.386466,577,54612,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:13.324340,578,54613,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:14.323856,579,54614,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:15.387067,580,54615,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:16.322406,581,54616,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:17.319548,582,54617,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.7,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:18.358088,583,54618,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:19.351127,584,54619,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:20.414881,585,54620,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:21.324318,586,54621,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:22.324438,587,54622,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:23.321838,588,54623,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:24.324031,589,54624,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.6,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:25.387575,590,54625,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.5,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:26.353221,591,54626,0,GPS1_Frame,42.33713833333333,-71.09053333333333,31.5,327780.2739599471,4689325.925684987,19,T
2022/09/23/11:10:27.351031,592,54627,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.5,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:28.323282,593,54628,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.5,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:29.324637,594,54629,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.5,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:30.388024,595,54630,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.5,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:31.323158,596,54631,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.4,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:32.323021,597,54632,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.4,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:33.324080,598,54633,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.4,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:34.354197,599,54634,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.4,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:35.413999,600,54635,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.4,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:36.353404,601,54636,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.4,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:37.352730,602,54637,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.3,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:38.322728,603,54638,0,GPS1_Frame,42.33713833333333,-71.09053166666666,31.3,327780.41126697103,4689325.922309369,19,T
2022/09/23/11:10:39.350673,604,54639,0,GPS1_Frame,42.33713833333333,-71.09053,31.3,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:40.414827,605,54640,0,GPS1_Frame,42.33713833333333,-71.09053,31.3,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:41.323839,606,54641,0,GPS1_Frame,42.33713833333333,-71.09053,31.3,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:42.354804,607,54642,0,GPS1_Frame,42.33713833333333,-71.09053,31.2,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:43.323339,608,54643,0,GPS1_Frame,42.33713833333333,-71.09053,31.2,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:44.351953,609,54644,0,GPS1_Frame,42.33713833333333,-71.09053,31.2,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:45.415112,610,54645,0,GPS1_Frame,42.33713833333333,-71.09053,31.2,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:46.323882,611,54646,0,GPS1_Frame,42.33713833333333,-71.09053,31.2,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:47.322655,612,54647,0,GPS1_Frame,42.33713833333333,-71.09053,31.1,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:48.324182,613,54648,0,GPS1_Frame,42.33713833333333,-71.09053,31.1,327780.5485739928,4689325.918933754,19,T
2022/09/23/11:10:49.324129,614,54649,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.1,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:50.388368,615,54650,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.1,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:51.322935,616,54651,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.1,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:52.322805,617,54652,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.1,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:53.325090,618,54653,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.1,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:54.357026,619,54654,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:55.420123,620,54655,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:56.322732,621,54656,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:57.325130,622,54657,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:10:58.325192,623,54658,0,GPS1_Frame,42.33714,-71.09052833333334,31.0,327780.6904308662,4689326.1006287895,19,T
2022/09/23/11:10:59.352691,624,54659,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:11:00.416358,625,54660,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:11:01.324526,626,54661,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:11:02.354188,627,54662,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:11:03.324074,628,54663,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:11:04.322987,629,54664,0,GPS1_Frame,42.33713833333333,-71.09052833333334,31.0,327780.6858810146,4689325.915558142,19,T
2022/09/23/11:11:05.386870,630,54665,0,GPS1_Frame,42.33713833333333,-71.09052666666666,31.0,327780.8231880384,4689325.912182531,19,T
2022/09/23/11:11:06.325678,631,54666,0,GPS1_Frame,42.33713833333333,-71.09052666666666,31.0,327780.8231880384,4689325.912182531,19,T
2022/09/23/11:11:07.322938,632,54667,0,GPS1_Frame,42.33714,-71.09052666666666,31.0,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:08.323043,633,54668,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:09.353319,634,54669,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:10.416749,635,54670,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:11.323753,636,54671,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:12.324393,637,54672,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:13.323672,638,54673,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:14.324048,639,54674,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:15.388491,640,54675,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:16.325888,641,54676,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:17.353564,642,54677,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:18.353722,643,54678,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:19.323137,644,54679,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:20.387460,645,54680,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:21.329264,646,54681,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:22.324043,647,54682,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:23.322713,648,54683,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:24.324178,649,54684,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:25.388967,650,54685,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:26.353153,651,54686,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:27.352173,652,54687,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:28.351698,653,54688,0,GPS1_Frame,42.33714,-71.09052666666666,30.9,327780.82773788646,4689326.097253179,19,T
2022/09/23/11:11:29.323396,654,54689,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:30.387928,655,54690,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:31.352981,656,54691,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:32.322555,657,54692,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:33.353774,658,54693,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:34.323913,659,54694,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:35.387629,660,54695,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:36.326508,661,54696,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:37.323589,662,54697,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:38.323893,663,54698,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:39.322581,664,54699,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:40.386790,665,54700,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:41.331450,666,54701,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:42.325992,667,54702,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:43.323222,668,54703,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:44.323025,669,54704,0,GPS1_Frame,42.33714,-71.090525,31.0,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:45.387354,670,54705,0,GPS1_Frame,42.33714,-71.090525,31.0,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:46.323136,671,54706,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:47.322101,672,54707,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:48.324085,673,54708,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:49.323262,674,54709,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:50.387235,675,54710,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:51.355242,676,54711,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:52.322776,677,54712,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:53.354143,678,54713,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:54.324651,679,54714,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:55.389260,680,54715,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:56.322624,681,54716,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:57.323143,682,54717,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:58.323894,683,54718,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:11:59.322904,684,54719,0,GPS1_Frame,42.33714,-71.090525,30.9,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:12:00.387749,685,54720,0,GPS1_Frame,42.33714,-71.090525,30.8,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:12:01.353922,686,54721,0,GPS1_Frame,42.33714,-71.090525,30.8,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:12:02.324480,687,54722,0,GPS1_Frame,42.33714,-71.090525,30.8,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:12:03.325445,688,54723,0,GPS1_Frame,42.33714,-71.090525,30.8,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:12:04.322464,689,54724,0,GPS1_Frame,42.33714,-71.090525,30.8,327780.9650449067,4689326.093877571,19,T
2022/09/23/11:12:05.387169,690,54725,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:06.325569,691,54726,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:07.352575,692,54727,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:08.325510,693,54728,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:09.352996,694,54729,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:10.417031,695,54730,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:11.322145,696,54731,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:12.324071,697,54732,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:13.323436,698,54733,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:14.325192,699,54734,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:15.389367,700,54735,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:16.353930,701,54736,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:17.350760,702,54737,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:18.322721,703,54738,0,GPS1_Frame,42.33714166666667,-71.090525,30.8,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:19.353007,704,54739,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:20.416667,705,54740,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:21.355695,706,54741,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:22.352920,707,54742,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:23.360166,708,54743,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:24.325210,709,54744,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:25.389805,710,54745,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:26.355624,711,54746,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:27.322814,712,54747,0,GPS1_Frame,42.33714166666667,-71.090525,30.9,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:28.324120,713,54748,0,GPS1_Frame,42.33714166666667,-71.090525,31.0,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:29.324044,714,54749,0,GPS1_Frame,42.33714166666667,-71.090525,31.0,327780.96959475114,4689326.2789482195,19,T
2022/09/23/11:12:30.563943,715,54750,0,GPS1_Frame,42.33714166666667,-71.090525,31.0,327780.96959475114,4689326.2789482195,19,T
